patch_id,image_id,analyte,concentration_order,concentration_mg_ml,well_id,grid_row,grid_col,crop_file,outer_test_fold
glucose_10_c15_wD09,glucose_10_c15,glucose,10,15.0,D09,4,9,crops/glucose/glucose_10_c15/glucose_10_c15_wD09.png,3
glucose_10_c15_wD10,glucose_10_c15,glucose,10,15.0,D10,4,10,crops/glucose/glucose_10_c15/glucose_10_c15_wD10.png,3
glucose_10_c15_wD11,glucose_10_c15,glucose,10,15.0,D11,4,11,crops/glucose/glucose_10_c15/glucose_10_c15_wD11.png,4
glucose_10_c15_wD12,glucose_10_c15,glucose,10,15.0,D12,4,12,crops/glucose/glucose_10_c15/glucose_10_c15_wD12.png,4
glucose_10_c15_wE01,glucose_10_c15,glucose,10,15.0,E01,5,1,crops/glucose/glucose_10_c15/glucose_10_c15_wE01.png,5
glucose_10_c15_wE02,glucose_10_c15,glucose,10,15.0,E02,5,2,crops/glucose/glucose_10_c15/glucose_10_c15_wE02.png,1
glucose_10_c15_wE03,glucose_10_c15,glucose,10,15.0,E03,5,3,crops/glucose/glucose_10_c15/glucose_10_c15_wE03.png,1
glucose_10_c15_wE04,glucose_10_c15,glucose,10,15.0,E04,5,4,crops/glucose/glucose_10_c15/glucose_10_c15_wE04.png,4
glucose_10_c15_wE05,glucose_10_c15,glucose,10,15.0,E05,5,5,crops/glucose/glucose_10_c15/glucose_10_c15_wE05.png,5
glucose_10_c15_wE06,glucose_10_c15,glucose,10,15.0,E06,5,6,crops/glucose/glucose_10_c15/glucose_10_c15_wE06.png,5
glucose_10_c15_wE07,glucose_10_c15,glucose,10,15.0,E07,5,7,crops/glucose/glucose_10_c15/glucose_10_c15_wE07.png,2
glucose_10_c15_wE08,glucose_10_c15,glucose,10,15.0,E08,5,8,crops/glucose/glucose_10_c15/glucose_10_c15_wE08.png,1
glucose_10_c15_wE09,glucose_10_c15,glucose,10,15.0,E09,5,9,crops/glucose/glucose_10_c15/glucose_10_c15_wE09.png,5
glucose_10_c15_wE10,glucose_10_c15,glucose,10,15.0,E10,5,10,crops/glucose/glucose_10_c15/glucose_10_c15_wE10.png,1
glucose_10_c15_wE11,glucose_10_c15,glucose,10,15.0,E11,5,11,crops/glucose/glucose_10_c15/glucose_10_c15_wE11.png,1
glucose_10_c15_wE12,glucose_10_c15,glucose,10,15.0,E12,5,12,crops/glucose/glucose_10_c15/glucose_10_c15_wE12.png,4
glucose_10_c15_wF01,glucose_10_c15,glucose,10,15.0,F01,6,1,crops/glucose/glucose_10_c15/glucose_10_c15_wF01.png,1
glucose_10_c15_wF02,glucose_10_c15,glucose,10,15.0,F02,6,2,crops/glucose/glucose_10_c15/glucose_10_c15_wF02.png,2
glucose_10_c15_wF03,glucose_10_c15,glucose,10,15.0,F03,6,3,crops/glucose/glucose_10_c15/glucose_10_c15_wF03.png,5
glucose_10_c15_wF04,glucose_10_c15,glucose,10,15.0,F04,6,4,crops/glucose/glucose_10_c15/glucose_10_c15_wF04.png,3
glucose_10_c15_wF05,glucose_10_c15,glucose,10,15.0,F05,6,5,crops/glucose/glucose_10_c15/glucose_10_c15_wF05.png,2
glucose_10_c15_wF06,glucose_10_c15,glucose,10,15.0,F06,6,6,crops/glucose/glucose_10_c15/glucose_10_c15_wF06.png,2
glucose_10_c15_wF07,glucose_10_c15,glucose,10,15.0,F07,6,7,crops/glucose/glucose_10_c15/glucose_10_c15_wF07.png,4
glucose_10_c15_wF08,glucose_10_c15,glucose,10,15.0,F08,6,8,crops/glucose/glucose_10_c15/glucose_10_c15_wF08.png,4
glucose_10_c15_wF09,glucose_10_c15,glucose,10,15.0,F09,6,9,crops/glucose/glucose_10_c15/glucose_10_c15_wF09.png,4
glucose_10_c15_wF10,glucose_10_c15,glucose,10,15.0,F10,6,10,crops/glucose/glucose_10_c15/glucose_10_c15_wF10.png,2
glucose_10_c15_wF11,glucose_10_c15,glucose,10,15.0,F11,6,11,crops/glucose/glucose_10_c15/glucose_10_c15_wF11.png,4
glucose_10_c15_wF12,glucose_10_c15,glucose,10,15.0,F12,6,12,crops/glucose/glucose_10_c15/glucose_10_c15_wF12.png,1
glucose_10_c15_wG01,glucose_10_c15,glucose,10,15.0,G01,7,1,crops/glucose/glucose_10_c15/glucose_10_c15_wG01.png,4
glucose_10_c15_wG02,glucose_10_c15,glucose,10,15.0,G02,7,2,crops/glucose/glucose_10_c15/glucose_10_c15_wG02.png,3
glucose_10_c15_wG03,glucose_10_c15,glucose,10,15.0,G03,7,3,crops/glucose/glucose_10_c15/glucose_10_c15_wG03.png,2
glucose_10_c15_wG04,glucose_10_c15,glucose,10,15.0,G04,7,4,crops/glucose/glucose_10_c15/glucose_10_c15_wG04.png,3
glucose_10_c15_wG05,glucose_10_c15,glucose,10,15.0,G05,7,5,crops/glucose/glucose_10_c15/glucose_10_c15_wG05.png,4
glucose_10_c15_wG06,glucose_10_c15,glucose,10,15.0,G06,7,6,crops/glucose/glucose_10_c15/glucose_10_c15_wG06.png,1
glucose_10_c15_wG07,glucose_10_c15,glucose,10,15.0,G07,7,7,crops/glucose/glucose_10_c15/glucose_10_c15_wG07.png,3
glucose_10_c15_wG08,glucose_10_c15,glucose,10,15.0,G08,7,8,crops/glucose/glucose_10_c15/glucose_10_c15_wG08.png,3
glucose_10_c15_wG09,glucose_10_c15,glucose,10,15.0,G09,7,9,crops/glucose/glucose_10_c15/glucose_10_c15_wG09.png,1
glucose_10_c15_wG10,glucose_10_c15,glucose,10,15.0,G10,7,10,crops/glucose/glucose_10_c15/glucose_10_c15_wG10.png,5
glucose_10_c15_wG11,glucose_10_c15,glucose,10,15.0,G11,7,11,crops/glucose/glucose_10_c15/glucose_10_c15_wG11.png,1
glucose_10_c15_wG12,glucose_10_c15,glucose,10,15.0,G12,7,12,crops/glucose/glucose_10_c15/glucose_10_c15_wG12.png,1
glucose_10_c15_wH01,glucose_10_c15,glucose,10,15.0,H01,8,1,crops/glucose/glucose_10_c15/glucose_10_c15_wH01.png,2
glucose_10_c15_wH02,glucose_10_c15,glucose,10,15.0,H02,8,2,crops/glucose/glucose_10_c15/glucose_10_c15_wH02.png,2
glucose_10_c15_wH03,glucose_10_c15,glucose,10,15.0,H03,8,3,crops/glucose/glucose_10_c15/glucose_10_c15_wH03.png,5
glucose_10_c15_wH04,glucose_10_c15,glucose,10,15.0,H04,8,4,crops/glucose/glucose_10_c15/glucose_10_c15_wH04.png,2
glucose_10_c15_wH05,glucose_10_c15,glucose,10,15.0,H05,8,5,crops/glucose/glucose_10_c15/glucose_10_c15_wH05.png,1
glucose_10_c15_wH06,glucose_10_c15,glucose,10,15.0,H06,8,6,crops/glucose/glucose_10_c15/glucose_10_c15_wH06.png,2
glucose_10_c15_wH07,glucose_10_c15,glucose,10,15.0,H07,8,7,crops/glucose/glucose_10_c15/glucose_10_c15_wH07.png,4
glucose_10_c15_wH08,glucose_10_c15,glucose,10,15.0,H08,8,8,crops/glucose/glucose_10_c15/glucose_10_c15_wH08.png,5
glucose_10_c15_wH09,glucose_10_c15,glucose,10,15.0,H09,8,9,crops/glucose/glucose_10_c15/glucose_10_c15_wH09.png,3
glucose_10_c15_wH10,glucose_10_c15,glucose,10,15.0,H10,8,10,crops/glucose/glucose_10_c15/glucose_10_c15_wH10.png,3
glucose_10_c15_wH11,glucose_10_c15,glucose,10,15.0,H11,8,11,crops/glucose/glucose_10_c15/glucose_10_c15_wH11.png,5
glucose_10_c15_wH12,glucose_10_c15,glucose,10,15.0,H12,8,12,crops/glucose/glucose_10_c15/glucose_10_c15_wH12.png,3
glucose_11_c20_wA01,glucose_11_c20,glucose,11,20.0,A01,1,1,crops/glucose/glucose_11_c20/glucose_11_c20_wA01.png,4
glucose_11_c20_wA02,glucose_11_c20,glucose,11,20.0,A02,1,2,crops/glucose/glucose_11_c20/glucose_11_c20_wA02.png,4
glucose_11_c20_wA03,glucose_11_c20,glucose,11,20.0,A03,1,3,crops/glucose/glucose_11_c20/glucose_11_c20_wA03.png,4
glucose_11_c20_wA04,glucose_11_c20,glucose,11,20.0,A04,1,4,crops/glucose/glucose_11_c20/glucose_11_c20_wA04.png,2
glucose_11_c20_wA05,glucose_11_c20,glucose,11,20.0,A05,1,5,crops/glucose/glucose_11_c20/glucose_11_c20_wA05.png,5
glucose_11_c20_wA06,glucose_11_c20,glucose,11,20.0,A06,1,6,crops/glucose/glucose_11_c20/glucose_11_c20_wA06.png,1
glucose_11_c20_wA07,glucose_11_c20,glucose,11,20.0,A07,1,7,crops/glucose/glucose_11_c20/glucose_11_c20_wA07.png,3
glucose_11_c20_wA08,glucose_11_c20,glucose,11,20.0,A08,1,8,crops/glucose/glucose_11_c20/glucose_11_c20_wA08.png,3
glucose_11_c20_wA09,glucose_11_c20,glucose,11,20.0,A09,1,9,crops/glucose/glucose_11_c20/glucose_11_c20_wA09.png,5
glucose_11_c20_wA10,glucose_11_c20,glucose,11,20.0,A10,1,10,crops/glucose/glucose_11_c20/glucose_11_c20_wA10.png,3
glucose_11_c20_wA11,glucose_11_c20,glucose,11,20.0,A11,1,11,crops/glucose/glucose_11_c20/glucose_11_c20_wA11.png,1
glucose_11_c20_wA12,glucose_11_c20,glucose,11,20.0,A12,1,12,crops/glucose/glucose_11_c20/glucose_11_c20_wA12.png,1
glucose_11_c20_wB01,glucose_11_c20,glucose,11,20.0,B01,2,1,crops/glucose/glucose_11_c20/glucose_11_c20_wB01.png,3
glucose_11_c20_wB02,glucose_11_c20,glucose,11,20.0,B02,2,2,crops/glucose/glucose_11_c20/glucose_11_c20_wB02.png,5
glucose_11_c20_wB03,glucose_11_c20,glucose,11,20.0,B03,2,3,crops/glucose/glucose_11_c20/glucose_11_c20_wB03.png,4
glucose_11_c20_wB04,glucose_11_c20,glucose,11,20.0,B04,2,4,crops/glucose/glucose_11_c20/glucose_11_c20_wB04.png,2
glucose_11_c20_wB05,glucose_11_c20,glucose,11,20.0,B05,2,5,crops/glucose/glucose_11_c20/glucose_11_c20_wB05.png,5
glucose_11_c20_wB06,glucose_11_c20,glucose,11,20.0,B06,2,6,crops/glucose/glucose_11_c20/glucose_11_c20_wB06.png,4
glucose_11_c20_wB07,glucose_11_c20,glucose,11,20.0,B07,2,7,crops/glucose/glucose_11_c20/glucose_11_c20_wB07.png,4
glucose_11_c20_wB08,glucose_11_c20,glucose,11,20.0,B08,2,8,crops/glucose/glucose_11_c20/glucose_11_c20_wB08.png,2
glucose_11_c20_wB09,glucose_11_c20,glucose,11,20.0,B09,2,9,crops/glucose/glucose_11_c20/glucose_11_c20_wB09.png,5
glucose_11_c20_wB10,glucose_11_c20,glucose,11,20.0,B10,2,10,crops/glucose/glucose_11_c20/glucose_11_c20_wB10.png,2
glucose_11_c20_wB11,glucose_11_c20,glucose,11,20.0,B11,2,11,crops/glucose/glucose_11_c20/glucose_11_c20_wB11.png,3
glucose_11_c20_wB12,glucose_11_c20,glucose,11,20.0,B12,2,12,crops/glucose/glucose_11_c20/glucose_11_c20_wB12.png,2
glucose_11_c20_wC01,glucose_11_c20,glucose,11,20.0,C01,3,1,crops/glucose/glucose_11_c20/glucose_11_c20_wC01.png,1
glucose_11_c20_wC02,glucose_11_c20,glucose,11,20.0,C02,3,2,crops/glucose/glucose_11_c20/glucose_11_c20_wC02.png,3
glucose_11_c20_wC03,glucose_11_c20,glucose,11,20.0,C03,3,3,crops/glucose/glucose_11_c20/glucose_11_c20_wC03.png,1
glucose_11_c20_wC04,glucose_11_c20,glucose,11,20.0,C04,3,4,crops/glucose/glucose_11_c20/glucose_11_c20_wC04.png,2
glucose_11_c20_wC05,glucose_11_c20,glucose,11,20.0,C05,3,5,crops/glucose/glucose_11_c20/glucose_11_c20_wC05.png,3
glucose_11_c20_wC06,glucose_11_c20,glucose,11,20.0,C06,3,6,crops/glucose/glucose_11_c20/glucose_11_c20_wC06.png,4
glucose_11_c20_wC07,glucose_11_c20,glucose,11,20.0,C07,3,7,crops/glucose/glucose_11_c20/glucose_11_c20_wC07.png,4
glucose_11_c20_wC08,glucose_11_c20,glucose,11,20.0,C08,3,8,crops/glucose/glucose_11_c20/glucose_11_c20_wC08.png,2
glucose_11_c20_wC09,glucose_11_c20,glucose,11,20.0,C09,3,9,crops/glucose/glucose_11_c20/glucose_11_c20_wC09.png,1
glucose_11_c20_wC10,glucose_11_c20,glucose,11,20.0,C10,3,10,crops/glucose/glucose_11_c20/glucose_11_c20_wC10.png,3
glucose_11_c20_wC11,glucose_11_c20,glucose,11,20.0,C11,3,11,crops/glucose/glucose_11_c20/glucose_11_c20_wC11.png,5
glucose_11_c20_wC12,glucose_11_c20,glucose,11,20.0,C12,3,12,crops/glucose/glucose_11_c20/glucose_11_c20_wC12.png,2
glucose_11_c20_wD01,glucose_11_c20,glucose,11,20.0,D01,4,1,crops/glucose/glucose_11_c20/glucose_11_c20_wD01.png,5
glucose_11_c20_wD02,glucose_11_c20,glucose,11,20.0,D02,4,2,crops/glucose/glucose_11_c20/glucose_11_c20_wD02.png,1
glucose_11_c20_wD03,glucose_11_c20,glucose,11,20.0,D03,4,3,crops/glucose/glucose_11_c20/glucose_11_c20_wD03.png,1
glucose_11_c20_wD04,glucose_11_c20,glucose,11,20.0,D04,4,4,crops/glucose/glucose_11_c20/glucose_11_c20_wD04.png,5
glucose_11_c20_wD05,glucose_11_c20,glucose,11,20.0,D05,4,5,crops/glucose/glucose_11_c20/glucose_11_c20_wD05.png,3
glucose_11_c20_wD06,glucose_11_c20,glucose,11,20.0,D06,4,6,crops/glucose/glucose_11_c20/glucose_11_c20_wD06.png,5
glucose_11_c20_wD07,glucose_11_c20,glucose,11,20.0,D07,4,7,crops/glucose/glucose_11_c20/glucose_11_c20_wD07.png,2
glucose_11_c20_wD08,glucose_11_c20,glucose,11,20.0,D08,4,8,crops/glucose/glucose_11_c20/glucose_11_c20_wD08.png,5
glucose_11_c20_wD09,glucose_11_c20,glucose,11,20.0,D09,4,9,crops/glucose/glucose_11_c20/glucose_11_c20_wD09.png,3
glucose_11_c20_wD10,glucose_11_c20,glucose,11,20.0,D10,4,10,crops/glucose/glucose_11_c20/glucose_11_c20_wD10.png,3
glucose_11_c20_wD11,glucose_11_c20,glucose,11,20.0,D11,4,11,crops/glucose/glucose_11_c20/glucose_11_c20_wD11.png,4
glucose_11_c20_wD12,glucose_11_c20,glucose,11,20.0,D12,4,12,crops/glucose/glucose_11_c20/glucose_11_c20_wD12.png,4
glucose_11_c20_wE01,glucose_11_c20,glucose,11,20.0,E01,5,1,crops/glucose/glucose_11_c20/glucose_11_c20_wE01.png,5
glucose_11_c20_wE02,glucose_11_c20,glucose,11,20.0,E02,5,2,crops/glucose/glucose_11_c20/glucose_11_c20_wE02.png,1
glucose_11_c20_wE03,glucose_11_c20,glucose,11,20.0,E03,5,3,crops/glucose/glucose_11_c20/glucose_11_c20_wE03.png,1
glucose_11_c20_wE04,glucose_11_c20,glucose,11,20.0,E04,5,4,crops/glucose/glucose_11_c20/glucose_11_c20_wE04.png,4
glucose_11_c20_wE05,glucose_11_c20,glucose,11,20.0,E05,5,5,crops/glucose/glucose_11_c20/glucose_11_c20_wE05.png,5
glucose_11_c20_wE06,glucose_11_c20,glucose,11,20.0,E06,5,6,crops/glucose/glucose_11_c20/glucose_11_c20_wE06.png,5
glucose_11_c20_wE07,glucose_11_c20,glucose,11,20.0,E07,5,7,crops/glucose/glucose_11_c20/glucose_11_c20_wE07.png,2
glucose_11_c20_wE08,glucose_11_c20,glucose,11,20.0,E08,5,8,crops/glucose/glucose_11_c20/glucose_11_c20_wE08.png,1
glucose_11_c20_wE09,glucose_11_c20,glucose,11,20.0,E09,5,9,crops/glucose/glucose_11_c20/glucose_11_c20_wE09.png,5
glucose_11_c20_wE10,glucose_11_c20,glucose,11,20.0,E10,5,10,crops/glucose/glucose_11_c20/glucose_11_c20_wE10.png,1
glucose_11_c20_wE11,glucose_11_c20,glucose,11,20.0,E11,5,11,crops/glucose/glucose_11_c20/glucose_11_c20_wE11.png,1
glucose_11_c20_wE12,glucose_11_c20,glucose,11,20.0,E12,5,12,crops/glucose/glucose_11_c20/glucose_11_c20_wE12.png,4
glucose_11_c20_wF01,glucose_11_c20,glucose,11,20.0,F01,6,1,crops/glucose/glucose_11_c20/glucose_11_c20_wF01.png,1
glucose_11_c20_wF02,glucose_11_c20,glucose,11,20.0,F02,6,2,crops/glucose/glucose_11_c20/glucose_11_c20_wF02.png,2
glucose_11_c20_wF03,glucose_11_c20,glucose,11,20.0,F03,6,3,crops/glucose/glucose_11_c20/glucose_11_c20_wF03.png,5
glucose_11_c20_wF04,glucose_11_c20,glucose,11,20.0,F04,6,4,crops/glucose/glucose_11_c20/glucose_11_c20_wF04.png,3
glucose_11_c20_wF05,glucose_11_c20,glucose,11,20.0,F05,6,5,crops/glucose/glucose_11_c20/glucose_11_c20_wF05.png,2
glucose_11_c20_wF06,glucose_11_c20,glucose,11,20.0,F06,6,6,crops/glucose/glucose_11_c20/glucose_11_c20_wF06.png,2
glucose_11_c20_wF07,glucose_11_c20,glucose,11,20.0,F07,6,7,crops/glucose/glucose_11_c20/glucose_11_c20_wF07.png,4
glucose_11_c20_wF08,glucose_11_c20,glucose,11,20.0,F08,6,8,crops/glucose/glucose_11_c20/glucose_11_c20_wF08.png,4
glucose_11_c20_wF09,glucose_11_c20,glucose,11,20.0,F09,6,9,crops/glucose/glucose_11_c20/glucose_11_c20_wF09.png,4
glucose_11_c20_wF10,glucose_11_c20,glucose,11,20.0,F10,6,10,crops/glucose/glucose_11_c20/glucose_11_c20_wF10.png,2
glucose_11_c20_wF11,glucose_11_c20,glucose,11,20.0,F11,6,11,crops/glucose/glucose_11_c20/glucose_11_c20_wF11.png,4
glucose_11_c20_wF12,glucose_11_c20,glucose,11,20.0,F12,6,12,crops/glucose/glucose_11_c20/glucose_11_c20_wF12.png,1
glucose_11_c20_wG01,glucose_11_c20,glucose,11,20.0,G01,7,1,crops/glucose/glucose_11_c20/glucose_11_c20_wG01.png,4
glucose_11_c20_wG02,glucose_11_c20,glucose,11,20.0,G02,7,2,crops/glucose/glucose_11_c20/glucose_11_c20_wG02.png,3
glucose_11_c20_wG03,glucose_11_c20,glucose,11,20.0,G03,7,3,crops/glucose/glucose_11_c20/glucose_11_c20_wG03.png,2
glucose_11_c20_wG04,glucose_11_c20,glucose,11,20.0,G04,7,4,crops/glucose/glucose_11_c20/glucose_11_c20_wG04.png,3
glucose_11_c20_wG05,glucose_11_c20,glucose,11,20.0,G05,7,5,crops/glucose/glucose_11_c20/glucose_11_c20_wG05.png,4
glucose_11_c20_wG06,glucose_11_c20,glucose,11,20.0,G06,7,6,crops/glucose/glucose_11_c20/glucose_11_c20_wG06.png,1
glucose_11_c20_wG07,glucose_11_c20,glucose,11,20.0,G07,7,7,crops/glucose/glucose_11_c20/glucose_11_c20_wG07.png,3
glucose_11_c20_wG08,glucose_11_c20,glucose,11,20.0,G08,7,8,crops/glucose/glucose_11_c20/glucose_11_c20_wG08.png,3
glucose_11_c20_wG09,glucose_11_c20,glucose,11,20.0,G09,7,9,crops/glucose/glucose_11_c20/glucose_11_c20_wG09.png,1
glucose_11_c20_wG10,glucose_11_c20,glucose,11,20.0,G10,7,10,crops/glucose/glucose_11_c20/glucose_11_c20_wG10.png,5
glucose_11_c20_wG11,glucose_11_c20,glucose,11,20.0,G11,7,11,crops/glucose/glucose_11_c20/glucose_11_c20_wG11.png,1
glucose_11_c20_wG12,glucose_11_c20,glucose,11,20.0,G12,7,12,crops/glucose/glucose_11_c20/glucose_11_c20_wG12.png,1
glucose_11_c20_wH01,glucose_11_c20,glucose,11,20.0,H01,8,1,crops/glucose/glucose_11_c20/glucose_11_c20_wH01.png,2
glucose_11_c20_wH02,glucose_11_c20,glucose,11,20.0,H02,8,2,crops/glucose/glucose_11_c20/glucose_11_c20_wH02.png,2
glucose_11_c20_wH03,glucose_11_c20,glucose,11,20.0,H03,8,3,crops/glucose/glucose_11_c20/glucose_11_c20_wH03.png,5
glucose_11_c20_wH04,glucose_11_c20,glucose,11,20.0,H04,8,4,crops/glucose/glucose_11_c20/glucose_11_c20_wH04.png,2
glucose_11_c20_wH05,glucose_11_c20,glucose,11,20.0,H05,8,5,crops/glucose/glucose_11_c20/glucose_11_c20_wH05.png,1
glucose_11_c20_wH06,glucose_11_c20,glucose,11,20.0,H06,8,6,crops/glucose/glucose_11_c20/glucose_11_c20_wH06.png,2
glucose_11_c20_wH07,glucose_11_c20,glucose,11,20.0,H07,8,7,crops/glucose/glucose_11_c20/glucose_11_c20_wH07.png,4
glucose_11_c20_wH08,glucose_11_c20,glucose,11,20.0,H08,8,8,crops/glucose/glucose_11_c20/glucose_11_c20_wH08.png,5
glucose_11_c20_wH09,glucose_11_c20,glucose,11,20.0,H09,8,9,crops/glucose/glucose_11_c20/glucose_11_c20_wH09.png,3
glucose_11_c20_wH10,glucose_11_c20,glucose,11,20.0,H10,8,10,crops/glucose/glucose_11_c20/glucose_11_c20_wH10.png,3
glucose_11_c20_wH11,glucose_11_c20,glucose,11,20.0,H11,8,11,crops/glucose/glucose_11_c20/glucose_11_c20_wH11.png,5
glucose_11_c20_wH12,glucose_11_c20,glucose,11,20.0,H12,8,12,crops/glucose/glucose_11_c20/glucose_11_c20_wH12.png,3
ketone_01_c0_wA01,ketone_01_c0,ketone,1,0.0,A01,1,1,crops/ketone/ketone_01_c0/ketone_01_c0_wA01.png,4
ketone_01_c0_wA02,ketone_01_c0,ketone,1,0.0,A02,1,2,crops/ketone/ketone_01_c0/ketone_01_c0_wA02.png,4
ketone_01_c0_wA03,ketone_01_c0,ketone,1,0.0,A03,1,3,crops/ketone/ketone_01_c0/ketone_01_c0_wA03.png,4
ketone_01_c0_wA04,ketone_01_c0,ketone,1,0.0,A04,1,4,crops/ketone/ketone_01_c0/ketone_01_c0_wA04.png,2
ketone_01_c0_wA05,ketone_01_c0,ketone,1,0.0,A05,1,5,crops/ketone/ketone_01_c0/ketone_01_c0_wA05.png,5
ketone_01_c0_wA06,ketone_01_c0,ketone,1,0.0,A06,1,6,crops/ketone/ketone_01_c0/ketone_01_c0_wA06.png,1
ketone_01_c0_wA07,ketone_01_c0,ketone,1,0.0,A07,1,7,crops/ketone/ketone_01_c0/ketone_01_c0_wA07.png,3
ketone_01_c0_wA08,ketone_01_c0,ketone,1,0.0,A08,1,8,crops/ketone/ketone_01_c0/ketone_01_c0_wA08.png,3
ketone_01_c0_wA09,ketone_01_c0,ketone,1,0.0,A09,1,9,crops/ketone/ketone_01_c0/ketone_01_c0_wA09.png,5
ketone_01_c0_wA10,ketone_01_c0,ketone,1,0.0,A10,1,10,crops/ketone/ketone_01_c0/ketone_01_c0_wA10.png,3
ketone_01_c0_wA11,ketone_01_c0,ketone,1,0.0,A11,1,11,crops/ketone/ketone_01_c0/ketone_01_c0_wA11.png,1
ketone_01_c0_wA12,ketone_01_c0,ketone,1,0.0,A12,1,12,crops/ketone/ketone_01_c0/ketone_01_c0_wA12.png,1
ketone_01_c0_wB01,ketone_01_c0,ketone,1,0.0,B01,2,1,crops/ketone/ketone_01_c0/ketone_01_c0_wB01.png,3
ketone_01_c0_wB02,ketone_01_c0,ketone,1,0.0,B02,2,2,crops/ketone/ketone_01_c0/ketone_01_c0_wB02.png,5
ketone_01_c0_wB03,ketone_01_c0,ketone,1,0.0,B03,2,3,crops/ketone/ketone_01_c0/ketone_01_c0_wB03.png,4
ketone_01_c0_wB04,ketone_01_c0,ketone,1,0.0,B04,2,4,crops/ketone/ketone_01_c0/ketone_01_c0_wB04.png,2
ketone_01_c0_wB05,ketone_01_c0,ketone,1,0.0,B05,2,5,crops/ketone/ketone_01_c0/ketone_01_c0_wB05.png,5
ketone_01_c0_wB06,ketone_01_c0,ketone,1,0.0,B06,2,6,crops/ketone/ketone_01_c0/ketone_01_c0_wB06.png,4
ketone_01_c0_wB07,ketone_01_c0,ketone,1,0.0,B07,2,7,crops/ketone/ketone_01_c0/ketone_01_c0_wB07.png,4
ketone_01_c0_wB08,ketone_01_c0,ketone,1,0.0,B08,2,8,crops/ketone/ketone_01_c0/ketone_01_c0_wB08.png,2
ketone_01_c0_wB09,ketone_01_c0,ketone,1,0.0,B09,2,9,crops/ketone/ketone_01_c0/ketone_01_c0_wB09.png,5
ketone_01_c0_wB10,ketone_01_c0,ketone,1,0.0,B10,2,10,crops/ketone/ketone_01_c0/ketone_01_c0_wB10.png,2
ketone_01_c0_wB11,ketone_01_c0,ketone,1,0.0,B11,2,11,crops/ketone/ketone_01_c0/ketone_01_c0_wB11.png,3
ketone_01_c0_wB12,ketone_01_c0,ketone,1,0.0,B12,2,12,crops/ketone/ketone_01_c0/ketone_01_c0_wB12.png,2
ketone_01_c0_wC01,ketone_01_c0,ketone,1,0.0,C01,3,1,crops/ketone/ketone_01_c0/ketone_01_c0_wC01.png,1
ketone_01_c0_wC02,ketone_01_c0,ketone,1,0.0,C02,3,2,crops/ketone/ketone_01_c0/ketone_01_c0_wC02.png,3
ketone_01_c0_wC03,ketone_01_c0,ketone,1,0.0,C03,3,3,crops/ketone/ketone_01_c0/ketone_01_c0_wC03.png,1
ketone_01_c0_wC04,ketone_01_c0,ketone,1,0.0,C04,3,4,crops/ketone/ketone_01_c0/ketone_01_c0_wC04.png,2
ketone_01_c0_wC05,ketone_01_c0,ketone,1,0.0,C05,3,5,crops/ketone/ketone_01_c0/ketone_01_c0_wC05.png,3
ketone_01_c0_wC06,ketone_01_c0,ketone,1,0.0,C06,3,6,crops/ketone/ketone_01_c0/ketone_01_c0_wC06.png,4
ketone_01_c0_wC07,ketone_01_c0,ketone,1,0.0,C07,3,7,crops/ketone/ketone_01_c0/ketone_01_c0_wC07.png,4
ketone_01_c0_wC08,ketone_01_c0,ketone,1,0.0,C08,3,8,crops/ketone/ketone_01_c0/ketone_01_c0_wC08.png,2
ketone_01_c0_wC09,ketone_01_c0,ketone,1,0.0,C09,3,9,crops/ketone/ketone_01_c0/ketone_01_c0_wC09.png,1
ketone_01_c0_wC10,ketone_01_c0,ketone,1,0.0,C10,3,10,crops/ketone/ketone_01_c0/ketone_01_c0_wC10.png,3
ketone_01_c0_wC11,ketone_01_c0,ketone,1,0.0,C11,3,11,crops/ketone/ketone_01_c0/ketone_01_c0_wC11.png,5
ketone_01_c0_wC12,ketone_01_c0,ketone,1,0.0,C12,3,12,crops/ketone/ketone_01_c0/ketone_01_c0_wC12.png,2
ketone_01_c0_wD01,ketone_01_c0,ketone,1,0.0,D01,4,1,crops/ketone/ketone_01_c0/ketone_01_c0_wD01.png,5
ketone_01_c0_wD02,ketone_01_c0,ketone,1,0.0,D02,4,2,crops/ketone/ketone_01_c0/ketone_01_c0_wD02.png,1
ketone_01_c0_wD03,ketone_01_c0,ketone,1,0.0,D03,4,3,crops/ketone/ketone_01_c0/ketone_01_c0_wD03.png,1
ketone_01_c0_wD04,ketone_01_c0,ketone,1,0.0,D04,4,4,crops/ketone/ketone_01_c0/ketone_01_c0_wD04.png,5
ketone_01_c0_wD05,ketone_01_c0,ketone,1,0.0,D05,4,5,crops/ketone/ketone_01_c0/ketone_01_c0_wD05.png,3
ketone_01_c0_wD06,ketone_01_c0,ketone,1,0.0,D06,4,6,crops/ketone/ketone_01_c0/ketone_01_c0_wD06.png,5
ketone_01_c0_wD07,ketone_01_c0,ketone,1,0.0,D07,4,7,crops/ketone/ketone_01_c0/ketone_01_c0_wD07.png,2
ketone_01_c0_wD08,ketone_01_c0,ketone,1,0.0,D08,4,8,crops/ketone/ketone_01_c0/ketone_01_c0_wD08.png,5
ketone_01_c0_wD09,ketone_01_c0,ketone,1,0.0,D09,4,9,crops/ketone/ketone_01_c0/ketone_01_c0_wD09.png,3
