patch_id,image_id,analyte,concentration_order,concentration_mg_ml,well_id,grid_row,grid_col,crop_file,circle_radius_px,r_mean,r_median,r_std,r_iqr,g_mean,g_median,g_std,g_iqr,b_mean,b_median,b_std,b_iqr,s_mean,s_median,s_std,s_iqr,v_mean,v_median,v_std,v_iqr,h_circular_mean_deg,h_circular_std_deg,h_resultant_length,h_sin_weighted,h_cos_weighted,r_chromaticity_mean,r_chromaticity_median,g_chromaticity_mean,g_chromaticity_median,b_chromaticity_mean,b_chromaticity_median,intensity_mean,intensity_median,r_bg_median,g_bg_median,b_bg_median,r_delta_bg,g_delta_bg,b_delta_bg,r_ratio_bg,g_ratio_bg,b_ratio_bg,roi_pixel_count,valid_pixel_count,highlight_pixel_count,highlight_fraction,valid_fraction,dark_fraction,background_pixel_count,qc_status,qc_reason
ketone_01_c0_wG03,ketone_01_c0,ketone,1,0.0,G03,7,3,crops/ketone/ketone_01_c0/ketone_01_c0_wG03.png,76.2,189.225582,189.0,5.73363,7.0,133.43862,134.0,7.889074,11.0,86.234991,86.0,9.634756,15.0,0.544992,0.545098,0.042167,0.070588,0.742061,0.741176,0.022485,0.027451,27.491575,1.887155,0.999458,0.461368,0.886598,0.463425,0.461725,0.326267,0.326877,0.210308,0.210526,136.299731,136.666667,204.0,199.0,199.0,-15.0,-65.0,-113.0,0.926471,0.673367,0.432161,8928,8928,0,0.0,1.0,0.0,4432,pass,
ketone_01_c0_wG04,ketone_01_c0,ketone,1,0.0,G04,7,4,crops/ketone/ketone_01_c0/ketone_01_c0_wG04.png,78.9,191.742269,192.0,6.8977,8.0,135.986105,136.0,9.488843,13.0,91.042729,92.0,11.114604,17.0,0.526023,0.521569,0.048138,0.07451,0.75193,0.752941,0.02705,0.031373,26.803309,2.598411,0.998972,0.450466,0.891642,0.458689,0.455446,0.324602,0.326139,0.216709,0.218447,139.590368,139.666667,206.0,203.0,204.0,-14.0,-67.0,-112.0,0.932039,0.669951,0.45098,9572,9572,0,0.0,1.0,0.0,4744,pass,
ketone_01_c0_wG05,ketone_01_c0,ketone,1,0.0,G05,7,5,crops/ketone/ketone_01_c0/ketone_01_c0_wG05.png,74.7,191.615268,192.0,6.802791,8.0,135.209441,136.0,9.084764,11.0,88.357809,89.0,11.269704,17.0,0.539784,0.533333,0.048914,0.078431,0.751432,0.752941,0.026678,0.031373,27.138027,2.031769,0.999371,0.455849,0.889351,0.462396,0.458738,0.325578,0.327146,0.212026,0.213759,138.394172,138.666667,206.0,195.0,195.0,-14.0,-59.0,-106.0,0.932039,0.697436,0.45641,8580,8580,0,0.0,1.0,0.0,4304,pass,
ketone_01_c0_wG06,ketone_01_c0,ketone,1,0.0,G06,7,6,crops/ketone/ketone_01_c0/ketone_01_c0_wG06.png,67.584,194.311538,195.0,6.954345,9.0,140.315954,141.0,9.594954,13.0,94.95641,96.0,11.670602,18.0,0.512465,0.509804,0.04715,0.078431,0.762006,0.764706,0.027272,0.035294,27.425884,1.231897,0.999769,0.460494,0.887402,0.453232,0.450839,0.326539,0.327273,0.220229,0.220957,143.194634,144.0,167.0,111.0,106.0,28.0,30.0,-10.0,1.167665,1.27027,0.90566,7020,7020,0,0.0,1.0,0.0,3444,pass,
ketone_01_c0_wG07,ketone_01_c0,ketone,1,0.0,G07,7,7,crops/ketone/ketone_01_c0/ketone_01_c0_wG07.png,78.0,194.278382,195.0,5.943204,7.0,137.893619,139.0,9.202823,12.0,99.981541,100.0,11.410163,17.0,0.486253,0.486275,0.048479,0.078431,0.761876,0.764706,0.023307,0.027451,24.04153,1.68049,0.99957,0.407224,0.912858,0.450409,0.448837,0.318942,0.319958,0.230649,0.230233,144.051181,144.666667,211.0,205.0,206.0,-16.0,-66.0,-106.0,0.924171,0.678049,0.485437,9372,9372,0,0.0,1.0,0.0,4616,pass,
ketone_01_c0_wG08,ketone_01_c0,ketone,1,0.0,G08,7,8,crops/ketone/ketone_01_c0/ketone_01_c0_wG08.png,70.8,196.309616,197.0,5.911054,7.0,139.649171,140.0,8.440099,10.0,95.574261,96.0,10.595076,16.0,0.513976,0.513725,0.044363,0.07451,0.769842,0.772549,0.023181,0.027451,26.292518,1.426514,0.99969,0.442817,0.896266,0.455655,0.453682,0.323525,0.324094,0.22082,0.220903,143.844349,144.333333,195.0,166.0,167.0,2.0,-26.0,-71.0,1.010256,0.843373,0.57485,7716,7716,0,0.0,1.0,0.0,3852,pass,
ketone_01_c0_wG09,ketone_01_c0,ketone,1,0.0,G09,7,9,crops/ketone/ketone_01_c0/ketone_01_c0_wG09.png,76.5,197.576642,198.0,5.611983,6.0,139.598048,140.0,7.286151,10.0,97.892746,98.0,9.969125,16.0,0.505033,0.498039,0.043912,0.07451,0.77481,0.776471,0.022008,0.023529,25.096022,1.504765,0.999655,0.42399,0.905286,0.45469,0.452703,0.320822,0.321586,0.224487,0.226457,145.022479,145.333333,211.0,206.0,206.0,-13.0,-66.0,-108.0,0.938389,0.679612,0.475728,9016,9016,0,0.0,1.0,0.0,4512,pass,
ketone_01_c0_wG10,ketone_01_c0,ketone,1,0.0,G10,7,10,crops/ketone/ketone_01_c0/ketone_01_c0_wG10.png,75.3,197.23913,198.0,5.123735,7.0,141.494165,142.0,6.861866,9.0,94.379291,95.0,9.035435,14.0,0.521935,0.517647,0.039258,0.062745,0.773487,0.776471,0.020093,0.027451,27.415011,1.538079,0.99964,0.460266,0.887375,0.455876,0.453125,0.326658,0.327231,0.217466,0.218605,144.370862,144.666667,210.0,203.0,202.0,-12.0,-61.0,-107.0,0.942857,0.699507,0.470297,8740,8740,0,0.0,1.0,0.0,4328,pass,
ketone_01_c0_wG11,ketone_01_c0,ketone,1,0.0,G11,7,11,crops/ketone/ketone_01_c0/ketone_01_c0_wG11.png,74.1,196.690898,197.0,5.058811,6.0,142.407329,143.0,6.878912,9.0,96.150118,96.0,9.966749,15.0,0.511683,0.509804,0.043907,0.07451,0.771337,0.772549,0.019838,0.023529,27.665508,1.854877,0.999476,0.464066,0.885209,0.45243,0.451178,0.327184,0.327586,0.220385,0.220957,145.082782,145.333333,208.0,200.0,199.0,-11.0,-57.0,-103.0,0.947115,0.715,0.482412,8460,8460,0,0.0,1.0,0.0,4192,pass,
ketone_01_c0_wG12,ketone_01_c0,ketone,1,0.0,G12,7,12,crops/ketone/ketone_01_c0/ketone_01_c0_wG12.png,77.4,192.173135,193.0,5.165459,7.0,140.864484,141.0,7.01393,10.0,99.234822,99.0,8.636445,13.0,0.48403,0.484314,0.036962,0.058824,0.75362,0.756863,0.020257,0.027451,26.85365,1.899664,0.999451,0.451465,0.891673,0.44499,0.444695,0.325819,0.327231,0.229191,0.229545,144.090814,144.333333,208.0,204.0,204.0,-15.0,-63.0,-105.0,0.927885,0.691176,0.485294,9224,9224,0,0.0,1.0,0.0,4600,pass,
ketone_01_c0_wH01,ketone_01_c0,ketone,1,0.0,H01,8,1,crops/ketone/ketone_01_c0/ketone_01_c0_wH01.png,76.2,185.386537,185.0,4.416579,5.0,130.479167,131.0,7.034112,9.0,95.313844,95.0,6.288418,9.0,0.486184,0.486275,0.025564,0.039216,0.727006,0.72549,0.01732,0.019608,23.365941,2.119786,0.999316,0.396331,0.917362,0.451224,0.450249,0.317182,0.317422,0.231593,0.231144,137.059849,137.0,198.0,192.0,190.0,-13.0,-61.0,-95.0,0.934343,0.682292,0.5,8928,8928,0,0.0,1.0,0.0,4432,pass,
ketone_01_c0_wH02,ketone_01_c0,ketone,1,0.0,H02,8,2,crops/ketone/ketone_01_c0/ketone_01_c0_wH02.png,76.8,187.312665,187.0,4.900029,7.0,133.354846,134.0,8.77345,12.0,88.927093,90.0,11.314992,16.0,0.526041,0.521569,0.052864,0.082353,0.734559,0.733333,0.019216,0.027451,27.096899,1.981937,0.999402,0.455224,0.889705,0.458261,0.456098,0.325449,0.326781,0.21629,0.217722,136.531535,137.0,200.0,196.0,195.0,-13.0,-62.0,-105.0,0.935,0.683673,0.461538,9080,9080,0,0.0,1.0,0.0,4480,pass,
ketone_01_c0_wH03,ketone_01_c0,ketone,1,0.0,H03,8,3,crops/ketone/ketone_01_c0/ketone_01_c0_wH03.png,72.3,189.614801,190.0,4.482748,6.0,134.989552,135.0,7.190506,9.0,90.388184,92.0,11.53918,18.0,0.523861,0.513725,0.055205,0.094118,0.743587,0.745098,0.017579,0.023529,26.971089,1.646934,0.999587,0.453354,0.890867,0.457721,0.454106,0.325278,0.326291,0.217002,0.219807,138.330846,138.666667,199.0,191.0,190.0,-9.0,-56.0,-98.0,0.954774,0.706806,0.484211,8040,8040,0,0.0,1.0,0.0,3972,pass,
ketone_01_c0_wH04,ketone_01_c0,ketone,1,0.0,H04,8,4,crops/ketone/ketone_01_c0/ketone_01_c0_wH04.png,76.8,191.712445,192.0,5.172404,6.0,137.346476,138.0,8.2794,12.0,89.624339,91.0,13.473729,23.0,0.53301,0.52549,0.066055,0.113725,0.751814,0.752941,0.020284,0.023529,28.022557,2.249755,0.999229,0.469457,0.882082,0.458932,0.455215,0.328037,0.329327,0.213031,0.215461,139.561087,139.666667,205.0,203.0,203.0,-13.0,-65.0,-112.0,0.936585,0.679803,0.448276,9080,9080,0,0.0,1.0,0.0,4480,pass,
ketone_01_c0_wH05,ketone_01_c0,ketone,1,0.0,H05,8,5,crops/ketone/ketone_01_c0/ketone_01_c0_wH05.png,71.7,196.749747,197.0,4.945888,6.0,163.478481,165.0,7.549276,10.0,118.811519,122.0,11.954727,17.0,0.396492,0.380392,0.055261,0.078431,0.771568,0.772549,0.019396,0.023529,34.373867,2.430238,0.999101,0.564083,0.824629,0.411257,0.407254,0.341293,0.341615,0.24745,0.253036,159.679916,161.0,197.0,183.0,182.0,0.0,-18.0,-60.0,1.0,0.901639,0.67033,7900,7900,0,0.0,1.0,0.0,3952,pass,
ketone_01_c0_wH06,ketone_01_c0,ketone,1,0.0,H06,8,6,crops/ketone/ketone_01_c0/ketone_01_c0_wH06.png,72.0,197.454363,198.0,4.565793,6.0,162.700978,166.0,9.054387,11.0,118.805416,123.0,13.121739,21.0,0.398731,0.372549,0.061088,0.105882,0.774331,0.776471,0.017905,0.023529,33.43444,2.600983,0.99897,0.550415,0.833657,0.413048,0.405323,0.339638,0.340637,0.247315,0.25355,159.653586,162.0,196.0,174.0,172.5,2.0,-8.0,-49.5,1.010204,0.954023,0.713043,7976,7976,0,0.0,1.0,0.0,3968,pass,
ketone_01_c0_wH07,ketone_01_c0,ketone,1,0.0,H07,8,7,crops/ketone/ketone_01_c0/ketone_01_c0_wH07.png,76.8,201.412885,202.0,4.989428,6.0,164.377423,167.0,9.232661,11.0,122.192181,126.0,14.330414,20.0,0.394076,0.372549,0.063878,0.090196,0.789854,0.792157,0.019566,0.023529,31.873131,2.44029,0.999093,0.527561,0.84845,0.413585,0.408367,0.336847,0.337325,0.249568,0.255407,162.66083,164.666667,210.0,207.0,207.0,-8.0,-40.0,-81.0,0.961905,0.806763,0.608696,9080,9080,0,0.0,1.0,0.0,4480,pass,
ketone_01_c0_wH08,ketone_01_c0,ketone,1,0.0,H08,8,8,crops/ketone/ketone_01_c0/ketone_01_c0_wH08.png,67.584,204.572243,205.0,8.947743,10.0,168.889427,169.0,10.627828,12.0,159.010829,159.0,10.981676,13.0,0.223481,0.223529,0.024779,0.031373,0.802244,0.803922,0.035089,0.039216,13.164773,2.490679,0.999056,0.227537,0.9728,0.384508,0.384191,0.317072,0.317844,0.29842,0.298701,177.490833,177.333333,196.0,160.0,163.0,9.0,9.0,-4.0,1.045918,1.05625,0.97546,7020,7018,2,0.000285,0.999715,0.0,3444,pass,
ketone_01_c0_wH09,ketone_01_c0,ketone,1,0.0,H09,8,9,crops/ketone/ketone_01_c0/ketone_01_c0_wH09.png,71.1,205.186184,206.0,4.52145,6.0,176.522599,177.0,6.369376,8.0,137.302517,139.0,10.621924,13.0,0.331057,0.313725,0.047296,0.062745,0.804652,0.807843,0.017731,0.023529,34.730881,1.862773,0.999472,0.569422,0.821403,0.39567,0.391919,0.340143,0.340265,0.264187,0.268102,173.003766,173.333333,205.0,189.0,187.0,1.0,-12.0,-48.0,1.004878,0.936508,0.743316,7788,7788,0,0.0,1.0,0.0,3812,pass,
ketone_01_c0_wH10,ketone_01_c0,ketone,1,0.0,H10,8,10,crops/ketone/ketone_01_c0/ketone_01_c0_wH10.png,77.7,197.725626,198.0,4.795269,6.0,143.570211,144.0,7.299434,10.0,100.818486,102.0,11.196185,18.0,0.490597,0.486275,0.051219,0.086275,0.775395,0.776471,0.018805,0.023529,26.498696,2.001036,0.99939,0.445905,0.894399,0.44787,0.44519,0.324718,0.325688,0.227412,0.228833,147.371441,148.0,209.0,206.0,206.0,-11.0,-62.0,-104.0,0.947368,0.699029,0.495146,9272,9272,0,0.0,1.0,0.0,4632,pass,
ketone_01_c0_wH11,ketone_01_c0,ketone,1,0.0,H11,8,11,crops/ketone/ketone_01_c0/ketone_01_c0_wH11.png,69.9,198.042443,198.0,4.802422,6.0,145.314795,145.0,7.417052,9.0,102.312932,102.0,10.35051,15.0,0.48386,0.486275,0.045981,0.07451,0.776637,0.776471,0.018833,0.023529,26.993156,1.717353,0.999551,0.45368,0.890661,0.444937,0.44523,0.326015,0.327314,0.229048,0.22807,148.556723,148.333333,197.0,173.0,173.0,1.0,-28.0,-71.0,1.005076,0.83815,0.589595,7516,7516,0,0.0,1.0,0.0,3748,pass,
ketone_01_c0_wH12,ketone_01_c0,ketone,1,0.0,H12,8,12,crops/ketone/ketone_01_c0/ketone_01_c0_wH12.png,74.7,192.475291,193.0,5.581602,7.0,142.44627,143.0,9.12654,13.0,104.298252,104.0,10.515721,17.0,0.45879,0.458824,0.044811,0.082353,0.754805,0.756863,0.021889,0.027451,25.867325,1.963351,0.999413,0.436033,0.899279,0.438935,0.438356,0.32416,0.325301,0.236905,0.236486,146.406605,146.333333,206.0,200.0,199.0,-13.0,-57.0,-95.0,0.936893,0.715,0.522613,8580,8580,0,0.0,1.0,0.0,4304,pass,
ketone_02_c0.01_wA01,ketone_02_c0.01,ketone,2,0.01,A01,1,1,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wA01.png,68.112,185.660884,186.0,7.502596,6.0,133.443196,133.0,10.612693,9.0,88.22821,87.0,15.193434,16.0,0.525275,0.533333,0.070908,0.082353,0.728082,0.729412,0.029422,0.023529,27.86734,4.518505,0.996895,0.465975,0.881287,0.456777,0.456938,0.327558,0.331606,0.215666,0.212658,135.77743,135.333333,188.0,175.0,176.0,-2.0,-42.0,-89.0,0.989362,0.76,0.494318,7152,7033,119,0.016639,0.983361,0.0,3532,pass,
ketone_02_c0.01_wA02,ketone_02_c0.01,ketone,2,0.01,A02,1,2,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wA02.png,75.3,183.362342,184.0,6.956646,6.0,128.297998,129.0,10.039822,9.0,86.419975,86.0,11.432239,7.0,0.529358,0.533333,0.048207,0.031373,0.719068,0.721569,0.027281,0.023529,25.850011,2.909577,0.998711,0.435455,0.898779,0.461389,0.460957,0.322084,0.324257,0.216527,0.214634,132.693438,133.0,198.0,195.0,197.0,-14.0,-66.0,-111.0,0.929293,0.661538,0.436548,8740,8641,99,0.011327,0.988673,0.0,4328,pass,
ketone_02_c0.01_wA03,ketone_02_c0.01,ketone,2,0.01,A03,1,3,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wA03.png,75.0,182.229601,182.0,5.20616,6.0,124.44089,125.0,6.800069,9.0,86.468822,87.0,5.017154,7.0,0.525938,0.52549,0.016981,0.019608,0.714626,0.713725,0.020416,0.023529,23.601459,2.212606,0.999255,0.400074,0.91567,0.463779,0.463104,0.316386,0.317042,0.219835,0.219577,131.046438,131.0,202.0,198.0,198.0,-20.0,-73.0,-111.0,0.90099,0.631313,0.439394,8628,8628,0,0.0,1.0,0.0,4280,pass,
ketone_02_c0.01_wA04,ketone_02_c0.01,ketone,2,0.01,A04,1,4,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wA04.png,70.2,185.102709,185.0,5.827644,7.0,127.518148,129.0,7.408734,10.0,91.229221,92.0,6.525992,9.0,0.507703,0.505882,0.023028,0.031373,0.725893,0.72549,0.022854,0.027451,22.970674,2.025553,0.999375,0.390016,0.92013,0.458708,0.457286,0.315617,0.31713,0.225674,0.225962,134.616693,135.333333,192.0,175.0,179.0,-7.0,-46.0,-87.0,0.963542,0.737143,0.513966,7604,7604,0,0.0,1.0,0.0,3728,pass,
ketone_02_c0.01_wA05,ketone_02_c0.01,ketone,2,0.01,A05,1,5,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wA05.png,74.7,185.131002,185.0,6.309174,8.0,124.862121,125.0,8.16595,12.0,86.395804,86.0,7.443618,10.0,0.533865,0.537255,0.029586,0.043137,0.726004,0.72549,0.024742,0.031373,23.350105,2.442779,0.999092,0.395988,0.917266,0.467514,0.468031,0.314813,0.316708,0.217673,0.217073,132.129643,131.666667,202.0,199.0,200.0,-17.0,-74.0,-114.0,0.915842,0.628141,0.43,8580,8580,0,0.0,1.0,0.0,4304,pass,
ketone_02_c0.01_wA06,ketone_02_c0.01,ketone,2,0.01,A06,1,6,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wA06.png,76.2,182.962142,184.0,7.4766,9.0,124.38004,126.0,10.89929,17.0,81.84151,83.0,8.81159,12.0,0.55336,0.54902,0.038259,0.054902,0.717499,0.721569,0.02932,0.035294,25.149993,3.924848,0.997657,0.423993,0.903077,0.470911,0.47,0.319193,0.322738,0.209896,0.211055,129.727897,130.333333,198.0,196.0,199.0,-14.0,-70.0,-116.0,0.929293,0.642857,0.417085,8928,8928,0,0.0,1.0,0.0,4432,pass,
ketone_02_c0.01_wA07,ketone_02_c0.01,ketone,2,0.01,A07,1,7,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wA07.png,75.6,182.979668,184.0,7.007277,8.0,126.63562,128.0,9.505343,12.0,88.558269,89.0,8.357684,11.0,0.516661,0.513725,0.034467,0.047059,0.717567,0.721569,0.02748,0.031373,24.030263,3.295193,0.998348,0.406546,0.911821,0.460131,0.458629,0.317779,0.321002,0.22209,0.222482,132.724519,133.666667,199.0,194.0,196.0,-15.0,-66.0,-107.0,0.924623,0.659794,0.454082,8804,8804,0,0.0,1.0,0.0,4384,pass,
ketone_02_c0.01_wA08,ketone_02_c0.01,ketone,2,0.01,A08,1,8,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wA08.png,78.3,183.289958,184.0,6.565153,8.0,126.422727,128.0,8.91519,12.0,92.407188,93.0,7.670318,11.0,0.496508,0.494118,0.02818,0.043137,0.718784,0.721569,0.025746,0.031373,22.361315,2.531991,0.999024,0.380075,0.923901,0.456349,0.454545,0.31415,0.316832,0.2295,0.229665,134.039958,135.0,201.0,198.0,198.0,-17.0,-70.0,-105.0,0.915423,0.646465,0.469697,9460,9460,0,0.0,1.0,0.0,4680,pass,
ketone_02_c0.01_wA09,ketone_02_c0.01,ketone,2,0.01,A09,1,9,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wA09.png,75.9,182.588964,183.0,6.024403,8.0,126.356419,127.0,7.941544,11.0,90.591216,91.0,6.770931,10.0,0.504287,0.501961,0.026806,0.035294,0.716035,0.717647,0.023625,0.031373,23.093603,2.605763,0.998966,0.391829,0.918914,0.457393,0.455919,0.316075,0.318627,0.226532,0.227384,133.178866,133.333333,199.0,195.0,195.0,-16.0,-68.0,-104.0,0.919598,0.651282,0.466667,8880,8880,0,0.0,1.0,0.0,4408,pass,
ketone_02_c0.01_wA10,ketone_02_c0.01,ketone,2,0.01,A10,1,10,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wA10.png,79.8,181.485198,182.0,5.539834,7.0,124.46815,125.0,8.372559,12.0,91.466007,91.0,6.101192,8.0,0.49645,0.494118,0.021839,0.027451,0.711707,0.713725,0.021725,0.027451,21.856577,2.981888,0.998647,0.371781,0.926863,0.45707,0.455696,0.31294,0.315271,0.229991,0.230179,132.473118,132.333333,198.0,197.0,196.0,-16.0,-72.0,-105.0,0.919192,0.634518,0.464286,9796,9796,0,0.0,1.0,0.0,4864,pass,
ketone_02_c0.01_wA11,ketone_02_c0.01,ketone,2,0.01,A11,1,11,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wA11.png,79.5,177.15634,178.0,7.727565,8.0,125.639769,128.0,12.993915,15.0,100.143578,101.0,7.563228,10.0,0.435829,0.435294,0.023189,0.031373,0.694731,0.698039,0.030304,0.031373,19.714295,5.783172,0.994919,0.335616,0.936603,0.440496,0.438424,0.31101,0.316623,0.248494,0.24821,134.313229,135.333333,197.0,194.0,194.0,-19.0,-66.0,-93.0,0.903553,0.659794,0.520619,9716,9716,0,0.0,1.0,0.0,4856,pass,
ketone_02_c0.01_wA12,ketone_02_c0.01,ketone,2,0.01,A12,1,12,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wA12.png,79.8,179.597387,182.0,9.219988,9.0,130.412924,136.0,16.553163,14.0,125.31472,127.0,9.724244,12.0,0.315181,0.301961,0.05086,0.039216,0.704303,0.713725,0.036157,0.035294,5.015235,8.899724,0.988009,0.086372,0.984226,0.413714,0.409978,0.298256,0.305046,0.28803,0.287912,145.108344,148.166667,200.0,198.0,198.0,-18.0,-62.0,-71.0,0.91,0.686869,0.641414,9796,9796,0,0.0,1.0,0.0,4864,pass,
ketone_02_c0.01_wB01,ketone_02_c0.01,ketone,2,0.01,B01,2,1,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wB01.png,73.8,184.385101,184.0,9.003994,5.0,130.173359,129.0,13.405538,10.0,85.03346,82.0,18.106134,11.0,0.540386,0.552941,0.077419,0.062745,0.723079,0.721569,0.03531,0.019608,27.270613,3.694197,0.997924,0.457242,0.887007,0.463111,0.467172,0.325586,0.328321,0.211302,0.208333,133.197306,131.666667,199.0,195.0,196.0,-15.0,-66.0,-114.0,0.924623,0.661538,0.418367,8388,7920,468,0.055794,0.944206,0.0,4200,pass,
ketone_02_c0.01_wB02,ketone_02_c0.01,ketone,2,0.01,B02,2,2,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wB02.png,75.6,182.472257,183.0,7.06118,7.0,125.68087,126.0,9.723892,10.0,82.747408,82.0,9.435986,10.0,0.547164,0.552941,0.039896,0.047059,0.715577,0.717647,0.027691,0.027451,25.844662,3.669168,0.997952,0.43504,0.898136,0.467445,0.4677,0.321268,0.32419,0.211287,0.209246,130.300178,130.0,200.0,197.0,198.0,-17.0,-71.0,-116.0,0.915,0.639594,0.414141,8804,8777,27,0.003067,0.996933,0.0,4384,pass,
ketone_02_c0.01_wB03,ketone_02_c0.01,ketone,2,0.01,B03,2,3,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wB03.png,76.2,182.734543,183.0,6.908118,8.0,122.883177,123.0,7.800701,10.0,78.818996,79.0,7.030651,8.0,0.569359,0.568627,0.027451,0.031373,0.716606,0.717647,0.027091,0.031373,25.611526,2.526842,0.999028,0.431847,0.900869,0.475754,0.47541,0.319526,0.320548,0.20472,0.204604,128.145572,128.0,201.0,198.0,199.0,-18.0,-75.0,-120.0,0.910448,0.621212,0.396985,8928,8928,0,0.0,1.0,0.0,4432,pass,
ketone_02_c0.01_wB04,ketone_02_c0.01,ketone,2,0.01,B04,2,4,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wB04.png,77.4,183.288812,184.0,8.297879,10.0,122.905139,124.0,10.308174,12.0,82.80876,83.0,8.285445,10.0,0.549149,0.54902,0.031171,0.039216,0.71878,0.721569,0.032541,0.039216,23.904329,3.051279,0.998583,0.404636,0.912928,0.471894,0.470738,0.315619,0.317935,0.212487,0.212121,129.66757,130.333333,201.0,199.0,200.0,-17.0,-75.0,-117.0,0.915423,0.623116,0.415,9224,9224,0,0.0,1.0,0.0,4600,pass,
ketone_02_c0.01_wB05,ketone_02_c0.01,ketone,2,0.01,B05,2,5,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wB05.png,75.0,185.665855,186.0,6.145392,8.0,124.272833,125.0,8.077006,10.0,80.902758,80.0,8.239148,12.0,0.564911,0.568627,0.035713,0.054902,0.728101,0.729412,0.0241,0.031373,24.847266,2.273475,0.999213,0.41987,0.906717,0.475633,0.475248,0.317804,0.319809,0.206563,0.205584,130.280482,130.333333,202.0,198.0,200.0,-16.0,-73.0,-120.0,0.920792,0.631313,0.4,8628,8628,0,0.0,1.0,0.0,4280,pass,
ketone_02_c0.01_wB06,ketone_02_c0.01,ketone,2,0.01,B06,2,6,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wB06.png,75.6,183.631531,184.0,6.663154,8.0,125.977169,127.0,8.808506,11.0,83.953998,85.0,9.240922,14.0,0.543634,0.545098,0.040213,0.062745,0.720124,0.721569,0.02613,0.031373,25.257254,2.215156,0.999253,0.426364,0.903725,0.467331,0.465174,0.31992,0.321867,0.212749,0.212617,131.187566,132.333333,200.0,194.0,196.0,-16.0,-67.0,-111.0,0.92,0.654639,0.433673,8804,8804,0,0.0,1.0,0.0,4384,pass,
ketone_02_c0.01_wB07,ketone_02_c0.01,ketone,2,0.01,B07,2,7,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wB07.png,78.9,182.333368,183.0,7.105212,8.0,124.573861,125.0,9.091566,12.0,83.28552,84.0,9.33194,13.0,0.544126,0.537255,0.04007,0.058824,0.715033,0.717647,0.027864,0.031373,25.039215,2.532365,0.999024,0.422825,0.905134,0.468045,0.466307,0.319083,0.32109,0.212871,0.21519,130.06425,131.0,198.0,196.0,197.0,-15.0,-71.0,-113.0,0.924242,0.637755,0.426396,9572,9572,0,0.0,1.0,0.0,4744,pass,
ketone_02_c0.01_wB08,ketone_02_c0.01,ketone,2,0.01,B08,2,8,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wB08.png,78.0,183.235915,184.0,7.605184,9.0,124.025928,125.0,9.984873,13.0,82.066475,82.0,9.170328,12.0,0.553152,0.552941,0.036935,0.05098,0.718572,0.721569,0.029824,0.035294,24.775443,2.534687,0.999022,0.418653,0.907069,0.471482,0.469697,0.318291,0.320611,0.210227,0.210959,129.776106,130.0,199.0,196.0,197.0,-15.0,-71.0,-115.0,0.924623,0.637755,0.416244,9372,9372,0,0.0,1.0,0.0,4616,pass,
ketone_02_c0.01_wB09,ketone_02_c0.01,ketone,2,0.01,B09,2,9,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wB09.png,77.7,183.296053,184.0,6.081755,8.0,122.821721,124.0,7.479266,10.0,83.809211,85.0,7.430448,10.0,0.543555,0.537255,0.028453,0.043137,0.718808,0.721569,0.02385,0.031373,23.373346,1.815672,0.999498,0.396522,0.917478,0.470576,0.468672,0.314864,0.316754,0.21456,0.216285,129.975661,131.0,201.0,197.0,198.0,-17.0,-73.0,-113.0,0.915423,0.629442,0.429293,9272,9272,0,0.0,1.0,0.0,4632,pass,
ketone_02_c0.01_wB10,ketone_02_c0.01,ketone,2,0.01,B10,2,10,crops/ketone/ketone_02_c0.01/ketone_02_c0.01_wB10.png,78.6,187.002524,187.0,7.139764,9.0,129.013673,130.0,9.434428,13.0,85.83435,86.0,6.867703,9.0,0.541659,0.541176,0.021539,0.031373,0.733343,0.733333,0.027999,0.035294,25.604426,2.630153,0.998947,0.4317,0.900849,0.465865,0.464824,0.320779,0.323232,0.213357,0.213542,133.950182,134.333333,200.0,196.0,196.0,-13.0,-66.0,-110.0,0.935,0.663265,0.438776,9508,9508,0,0.0,1.0,0.0,4744,pass,
