patch_id,image_id,analyte,concentration_order,concentration_mg_ml,well_id,grid_row,grid_col,canonical_width_px,canonical_height_px,center_x_px,center_y_px,circle_radius_px,crop_x0_px,crop_y0_px,crop_x1_px,crop_y1_px,crop_width_px,crop_height_px,crop_file,grid_residual_px,hough_param2,candidate_count,qc_status
glucose_10_c15_wE08,glucose_10_c15,glucose,10,15.0,E08,5,8,2992,2992,1720.026,1414.842,62.159,1646,1341,1795,1490,149,149,crops/glucose/glucose_10_c15/glucose_10_c15_wE08.png,1.154,45,96,pass_geometry
glucose_10_c15_wE09,glucose_10_c15,glucose,10,15.0,E09,5,9,2992,2992,1910.766,1417.086,64.852,1834,1340,1989,1495,155,155,crops/glucose/glucose_10_c15/glucose_10_c15_wE09.png,6.995,45,96,pass_geometry
glucose_10_c15_wE10,glucose_10_c15,glucose,10,15.0,E10,5,10,2992,2992,2094.774,1414.842,66.198,2016,1336,2175,1495,159,159,crops/glucose/glucose_10_c15/glucose_10_c15_wE10.png,6.231,45,96,pass_geometry
glucose_10_c15_wE11,glucose_10_c15,glucose,10,15.0,E11,5,11,2992,2992,2274.294,1417.086,65.974,2196,1339,2353,1496,157,157,crops/glucose/glucose_10_c15/glucose_10_c15_wE11.png,6.033,45,96,pass_geometry
glucose_10_c15_wE12,glucose_10_c15,glucose,10,15.0,E12,5,12,2992,2992,2462.79,1410.354,70.686,2379,1326,2548,1495,169,169,crops/glucose/glucose_10_c15/glucose_10_c15_wE12.png,4.637,45,96,pass_geometry
glucose_10_c15_wF01,glucose_10_c15,glucose,10,15.0,F01,6,1,2992,2992,445.434,1607.826,64.178,369,1532,522,1685,153,153,crops/glucose/glucose_10_c15/glucose_10_c15_wF01.png,7.448,45,96,pass_geometry
glucose_10_c15_wF02,glucose_10_c15,glucose,10,15.0,F02,6,2,2992,2992,618.222,1601.094,65.749,540,1523,697,1680,157,157,crops/glucose/glucose_10_c15/glucose_10_c15_wF02.png,4.143,45,96,pass_geometry
glucose_10_c15_wF03,glucose_10_c15,glucose,10,15.0,F03,6,3,2992,2992,804.474,1601.094,62.608,730,1527,879,1676,149,149,crops/glucose/glucose_10_c15/glucose_10_c15_wF03.png,1.702,45,96,pass_geometry
glucose_10_c15_wF04,glucose_10_c15,glucose,10,15.0,F04,6,4,2992,2992,990.726,1598.85,69.564,908,1516,1075,1683,167,167,crops/glucose/glucose_10_c15/glucose_10_c15_wF04.png,4.421,45,96,pass_geometry
glucose_10_c15_wF05,glucose_10_c15,glucose,10,15.0,F05,6,5,2992,2992,1174.734,1601.094,60.812,1103,1529,1248,1674,145,145,crops/glucose/glucose_10_c15/glucose_10_c15_wF05.png,3.906,45,96,pass_geometry
glucose_10_c15_wF06,glucose_10_c15,glucose,10,15.0,F06,6,6,2992,2992,1354.254,1594.362,65.749,1276,1516,1433,1673,157,157,crops/glucose/glucose_10_c15/glucose_10_c15_wF06.png,5.648,45,96,pass_geometry
glucose_10_c15_wF07,glucose_10_c15,glucose,10,15.0,F07,6,7,2992,2992,1538.262,1598.85,69.788,1455,1516,1622,1683,167,167,crops/glucose/glucose_10_c15/glucose_10_c15_wF07.png,0.27,45,96,pass_geometry
glucose_10_c15_wF08,glucose_10_c15,glucose,10,15.0,F08,6,8,2992,2992,1722.27,1603.338,65.974,1644,1525,1801,1682,157,157,crops/glucose/glucose_10_c15/glucose_10_c15_wF08.png,5.194,45,96,pass_geometry
glucose_10_c15_wF09,glucose_10_c15,glucose,10,15.0,F09,6,9,2992,2992,1908.522,1592.118,64.403,1833,1516,1986,1669,153,153,crops/glucose/glucose_10_c15/glucose_10_c15_wF09.png,5.592,45,96,pass_geometry
glucose_10_c15_wF10,glucose_10_c15,glucose,10,15.0,F10,6,10,2992,2992,2090.286,1598.85,69.788,2007,1516,2174,1683,167,167,crops/glucose/glucose_10_c15/glucose_10_c15_wF10.png,2.584,45,96,pass_geometry
glucose_10_c15_wF11,glucose_10_c15,glucose,10,15.0,F11,6,11,2992,2992,2274.294,1589.874,65.3,2196,1512,2353,1669,157,157,crops/glucose/glucose_10_c15/glucose_10_c15_wF11.png,5.543,45,96,pass_geometry
glucose_10_c15_wF12,glucose_10_c15,glucose,10,15.0,F12,6,12,2992,2992,2462.79,1596.606,70.462,2379,1513,2548,1682,169,169,crops/glucose/glucose_10_c15/glucose_10_c15_wF12.png,3.605,45,96,pass_geometry
glucose_10_c15_wG01,glucose_10_c15,glucose,10,15.0,G01,7,1,2992,2992,436.458,1791.834,67.32,356,1712,517,1873,161,161,crops/glucose/glucose_10_c15/glucose_10_c15_wG01.png,4.208,45,96,pass_geometry
glucose_10_c15_wG02,glucose_10_c15,glucose,10,15.0,G02,7,2,2992,2992,620.466,1787.346,61.71,547,1714,694,1861,147,147,crops/glucose/glucose_10_c15/glucose_10_c15_wG02.png,1.038,45,96,pass_geometry
glucose_10_c15_wG03,glucose_10_c15,glucose,10,15.0,G03,7,3,2992,2992,804.474,1787.346,70.013,721,1704,888,1871,167,167,crops/glucose/glucose_10_c15/glucose_10_c15_wG03.png,0.788,45,96,pass_geometry
glucose_10_c15_wG04,glucose_10_c15,glucose,10,15.0,G04,7,4,2992,2992,983.994,1787.346,67.096,904,1707,1065,1868,161,161,crops/glucose/glucose_10_c15/glucose_10_c15_wG04.png,4.225,45,96,pass_geometry
glucose_10_c15_wG05,glucose_10_c15,glucose,10,15.0,G05,7,5,2992,2992,1172.49,1789.59,65.974,1094,1712,1251,1869,157,157,crops/glucose/glucose_10_c15/glucose_10_c15_wG05.png,4.796,45,96,pass_geometry
glucose_10_c15_wG06,glucose_10_c15,glucose,10,15.0,G06,7,6,2992,2992,1356.498,1787.346,66.198,1277,1708,1436,1867,159,159,crops/glucose/glucose_10_c15/glucose_10_c15_wG06.png,3.535,45,96,pass_geometry
glucose_10_c15_wG07,glucose_10_c15,glucose,10,15.0,G07,7,7,2992,2992,1540.506,1776.126,67.993,1460,1695,1623,1858,163,163,crops/glucose/glucose_10_c15/glucose_10_c15_wG07.png,7.286,45,96,pass_geometry
glucose_10_c15_wG08,glucose_10_c15,glucose,10,15.0,G08,7,8,2992,2992,1726.758,1785.102,64.627,1650,1708,1805,1863,155,155,crops/glucose/glucose_10_c15/glucose_10_c15_wG08.png,4.483,45,96,pass_geometry
glucose_10_c15_wG09,glucose_10_c15,glucose,10,15.0,G09,7,9,2992,2992,1906.278,1776.126,66.422,1827,1697,1986,1856,159,159,crops/glucose/glucose_10_c15/glucose_10_c15_wG09.png,5.609,45,96,pass_geometry
glucose_10_c15_wG10,glucose_10_c15,glucose,10,15.0,G10,7,10,2992,2992,2090.286,1778.37,65.974,2012,1700,2169,1857,157,157,crops/glucose/glucose_10_c15/glucose_10_c15_wG10.png,2.96,45,96,pass_geometry
glucose_10_c15_wG11,glucose_10_c15,glucose,10,15.0,G11,7,11,2992,2992,2274.294,1776.126,65.3,2196,1698,2353,1855,157,157,crops/glucose/glucose_10_c15/glucose_10_c15_wG11.png,4.538,45,96,pass_geometry
glucose_10_c15_wG12,glucose_10_c15,glucose,10,15.0,G12,7,12,2992,2992,2458.302,1780.614,65.749,2380,1703,2537,1860,157,157,crops/glucose/glucose_10_c15/glucose_10_c15_wG12.png,3.713,45,96,pass_geometry
glucose_10_c15_wH01,glucose_10_c15,glucose,10,15.0,H01,8,1,2992,2992,434.214,1969.11,67.096,354,1889,515,2050,161,161,crops/glucose/glucose_10_c15/glucose_10_c15_wH01.png,5.254,45,96,pass_geometry
glucose_10_c15_wH02,glucose_10_c15,glucose,10,15.0,H02,8,2,2992,2992,615.978,1973.598,62.383,542,1900,691,2049,149,149,crops/glucose/glucose_10_c15/glucose_10_c15_wH02.png,6.013,45,96,pass_geometry
glucose_10_c15_wH03,glucose_10_c15,glucose,10,15.0,H03,8,3,2992,2992,804.474,1969.11,67.544,724,1889,885,2050,161,161,crops/glucose/glucose_10_c15/glucose_10_c15_wH03.png,1.616,45,96,pass_geometry
glucose_10_c15_wH04,glucose_10_c15,glucose,10,15.0,H04,8,4,2992,2992,988.482,1964.622,67.096,908,1885,1069,2046,161,161,crops/glucose/glucose_10_c15/glucose_10_c15_wH04.png,5.34,45,96,pass_geometry
glucose_10_c15_wH05,glucose_10_c15,glucose,10,15.0,H05,8,5,2992,2992,1170.246,1975.842,66.871,1091,1897,1250,2056,159,159,crops/glucose/glucose_10_c15/glucose_10_c15_wH05.png,6.833,45,96,pass_geometry
glucose_10_c15_wH06,glucose_10_c15,glucose,10,15.0,H06,8,6,2992,2992,1354.254,1966.866,70.686,1270,1883,1439,2052,169,169,crops/glucose/glucose_10_c15/glucose_10_c15_wH06.png,2.305,45,96,pass_geometry
glucose_10_c15_wH07,glucose_10_c15,glucose,10,15.0,H07,8,7,2992,2992,1540.506,1966.866,61.261,1468,1894,1615,2041,147,147,crops/glucose/glucose_10_c15/glucose_10_c15_wH07.png,1.072,45,96,pass_geometry
glucose_10_c15_wH08,glucose_10_c15,glucose,10,15.0,H08,8,8,2992,2992,1722.27,1964.622,70.462,1638,1881,1807,2050,169,169,crops/glucose/glucose_10_c15/glucose_10_c15_wH08.png,3.136,45,96,pass_geometry
glucose_10_c15_wH09,glucose_10_c15,glucose,10,15.0,H09,8,9,2992,2992,1908.522,1964.622,68.891,1827,1883,1992,2048,165,165,crops/glucose/glucose_10_c15/glucose_10_c15_wH09.png,1.723,45,96,pass_geometry
glucose_10_c15_wH10,glucose_10_c15,glucose,10,15.0,H10,8,10,2992,2992,2088.042,1969.11,64.627,2011,1892,2166,2047,155,155,crops/glucose/glucose_10_c15/glucose_10_c15_wH10.png,6.44,45,96,pass_geometry
glucose_10_c15_wH11,glucose_10_c15,glucose,10,15.0,H11,8,11,2992,2992,2276.538,1969.11,70.237,2194,1886,2361,2053,167,167,crops/glucose/glucose_10_c15/glucose_10_c15_wH11.png,4.609,45,96,pass_geometry
glucose_10_c15_wH12,glucose_10_c15,glucose,10,15.0,H12,8,12,2992,2992,2462.79,1969.11,70.013,2380,1886,2547,2053,167,167,crops/glucose/glucose_10_c15/glucose_10_c15_wH12.png,5.013,45,96,pass_geometry
glucose_11_c20_wA01,glucose_11_c20,glucose,11,20.0,A01,1,1,2992,2992,454.41,970.53,64.403,378,895,531,1048,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wA01.png,7.902,45,96,pass_geometry
glucose_11_c20_wA02,glucose_11_c20,glucose,11,20.0,A02,1,2,2992,2992,640.662,966.042,60.139,570,895,713,1038,143,143,crops/glucose/glucose_11_c20/glucose_11_c20_wA02.png,0.353,45,96,pass_geometry
glucose_11_c20_wA03,glucose_11_c20,glucose,11,20.0,A03,1,3,2992,2992,820.182,961.554,67.993,739,881,902,1044,163,163,crops/glucose/glucose_11_c20/glucose_11_c20_wA03.png,0.731,45,96,pass_geometry
glucose_11_c20_wA04,glucose_11_c20,glucose,11,20.0,A04,1,4,2992,2992,1001.946,954.822,63.505,927,880,1078,1031,151,151,crops/glucose/glucose_11_c20/glucose_11_c20_wA04.png,4.496,45,96,pass_geometry
glucose_11_c20_wA05,glucose_11_c20,glucose,11,20.0,A05,1,5,2992,2992,1179.222,954.822,66.647,1100,876,1259,1035,159,159,crops/glucose/glucose_11_c20/glucose_11_c20_wA05.png,2.46,45,96,pass_geometry
glucose_11_c20_wA06,glucose_11_c20,glucose,11,20.0,A06,1,6,2992,2992,1363.23,948.09,64.403,1287,872,1440,1025,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wA06.png,6.843,45,96,pass_geometry
glucose_11_c20_wA07,glucose_11_c20,glucose,11,20.0,A07,1,7,2992,2992,1542.75,945.846,64.403,1467,870,1620,1023,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wA07.png,6.988,45,96,pass_geometry
glucose_11_c20_wA08,glucose_11_c20,glucose,11,20.0,A08,1,8,2992,2992,1713.294,936.87,62.608,1639,863,1788,1012,149,149,crops/glucose/glucose_11_c20/glucose_11_c20_wA08.png,4.464,45,96,pass_geometry
glucose_11_c20_wA09,glucose_11_c20,glucose,11,20.0,A09,1,9,2992,2992,1895.058,941.358,63.954,1819,865,1972,1018,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wA09.png,4.672,45,96,pass_geometry
glucose_11_c20_wA10,glucose_11_c20,glucose,11,20.0,A10,1,10,2992,2992,2074.578,925.65,63.281,2000,851,2151,1002,151,151,crops/glucose/glucose_11_c20/glucose_11_c20_wA10.png,6.88,45,96,pass_geometry
glucose_11_c20_wA11,glucose_11_c20,glucose,11,20.0,A11,1,11,2992,2992,2256.342,925.65,60.588,2184,854,2329,999,145,145,crops/glucose/glucose_11_c20/glucose_11_c20_wA11.png,3.074,45,96,pass_geometry
glucose_11_c20_wA12,glucose_11_c20,glucose,11,20.0,A12,1,12,2992,2992,2438.106,921.162,69.564,2355,838,2522,1005,167,167,crops/glucose/glucose_11_c20/glucose_11_c20_wA12.png,4.279,45,96,pass_geometry
glucose_11_c20_wB01,glucose_11_c20,glucose,11,20.0,B01,2,1,2992,2992,463.386,1150.05,59.69,392,1079,535,1222,143,143,crops/glucose/glucose_11_c20/glucose_11_c20_wB01.png,2.481,45,96,pass_geometry
glucose_11_c20_wB02,glucose_11_c20,glucose,11,20.0,B02,2,2,2992,2992,642.906,1145.562,59.242,573,1076,714,1217,141,141,crops/glucose/glucose_11_c20/glucose_11_c20_wB02.png,1.774,45,96,pass_geometry
glucose_11_c20_wB03,glucose_11_c20,glucose,11,20.0,B03,2,3,2992,2992,822.426,1138.83,68.442,741,1058,904,1221,163,163,crops/glucose/glucose_11_c20/glucose_11_c20_wB03.png,1.015,45,96,pass_geometry
glucose_11_c20_wB04,glucose_11_c20,glucose,11,20.0,B04,2,4,2992,2992,1001.946,1136.586,59.69,931,1066,1074,1209,143,143,crops/glucose/glucose_11_c20/glucose_11_c20_wB04.png,0.856,45,96,pass_geometry
glucose_11_c20_wB05,glucose_11_c20,glucose,11,20.0,B05,2,5,2992,2992,1181.466,1132.098,68.218,1100,1051,1263,1214,163,163,crops/glucose/glucose_11_c20/glucose_11_c20_wB05.png,0.621,45,96,pass_geometry
glucose_11_c20_wB06,glucose_11_c20,glucose,11,20.0,B06,2,6,2992,2992,1360.986,1129.854,59.69,1290,1059,1433,1202,143,143,crops/glucose/glucose_11_c20/glucose_11_c20_wB06.png,2.268,45,96,pass_geometry
glucose_11_c20_wB07,glucose_11_c20,glucose,11,20.0,B07,2,7,2992,2992,1542.75,1120.878,64.178,1467,1045,1620,1198,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wB07.png,3.761,45,96,pass_geometry
glucose_11_c20_wB08,glucose_11_c20,glucose,11,20.0,B08,2,8,2992,2992,1720.026,1120.878,68.891,1638,1039,1803,1204,165,165,crops/glucose/glucose_11_c20/glucose_11_c20_wB08.png,1.384,45,96,pass_geometry
glucose_11_c20_wB09,glucose_11_c20,glucose,11,20.0,B09,2,9,2992,2992,1899.546,1114.146,67.769,1820,1034,1981,1195,161,161,crops/glucose/glucose_11_c20/glucose_11_c20_wB09.png,1.334,45,96,pass_geometry
glucose_11_c20_wB10,glucose_11_c20,glucose,11,20.0,B10,2,10,2992,2992,2079.066,1109.658,67.544,1999,1030,2160,1191,161,161,crops/glucose/glucose_11_c20/glucose_11_c20_wB10.png,1.981,45,96,pass_geometry
glucose_11_c20_wB11,glucose_11_c20,glucose,11,20.0,B11,2,11,2992,2992,2263.074,1105.17,59.915,2192,1034,2335,1177,143,143,crops/glucose/glucose_11_c20/glucose_11_c20_wB11.png,3.33,45,96,pass_geometry
glucose_11_c20_wB12,glucose_11_c20,glucose,11,20.0,B12,2,12,2992,2992,2442.594,1100.682,60.139,2372,1030,2515,1173,143,143,crops/glucose/glucose_11_c20/glucose_11_c20_wB12.png,2.949,45,96,pass_geometry
glucose_11_c20_wC01,glucose_11_c20,glucose,11,20.0,C01,3,1,2992,2992,467.874,1325.082,67.32,388,1245,549,1406,161,161,crops/glucose/glucose_11_c20/glucose_11_c20_wC01.png,1.761,45,96,pass_geometry
glucose_11_c20_wC02,glucose_11_c20,glucose,11,20.0,C02,3,2,2992,2992,642.906,1325.082,63.954,567,1249,720,1402,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wC02.png,4.121,45,96,pass_geometry
glucose_11_c20_wC03,glucose_11_c20,glucose,11,20.0,C03,3,3,2992,2992,824.67,1320.594,59.69,754,1250,897,1393,143,143,crops/glucose/glucose_11_c20/glucose_11_c20_wC03.png,2.07,45,96,pass_geometry
glucose_11_c20_wC04,glucose_11_c20,glucose,11,20.0,C04,3,4,2992,2992,1001.946,1311.618,63.73,926,1236,1079,1389,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wC04.png,4.399,45,96,pass_geometry
glucose_11_c20_wC05,glucose_11_c20,glucose,11,20.0,C05,3,5,2992,2992,1188.198,1313.862,63.281,1113,1239,1264,1390,151,151,crops/glucose/glucose_11_c20/glucose_11_c20_wC05.png,4.695,45,96,pass_geometry
glucose_11_c20_wC06,glucose_11_c20,glucose,11,20.0,C06,3,6,2992,2992,1358.742,1307.13,63.056,1284,1232,1435,1383,151,151,crops/glucose/glucose_11_c20/glucose_11_c20_wC06.png,5.748,45,96,pass_geometry
glucose_11_c20_wC07,glucose_11_c20,glucose,11,20.0,C07,3,7,2992,2992,1544.994,1302.642,68.891,1463,1221,1628,1386,165,165,crops/glucose/glucose_11_c20/glucose_11_c20_wC07.png,0.555,45,96,pass_geometry
glucose_11_c20_wC08,glucose_11_c20,glucose,11,20.0,C08,3,8,2992,2992,1722.27,1298.154,67.993,1641,1217,1804,1380,163,163,crops/glucose/glucose_11_c20/glucose_11_c20_wC08.png,2.413,45,96,pass_geometry
glucose_11_c20_wC09,glucose_11_c20,glucose,11,20.0,C09,3,9,2992,2992,1904.034,1289.178,63.281,1829,1214,1980,1365,151,151,crops/glucose/glucose_11_c20/glucose_11_c20_wC09.png,5.663,45,96,pass_geometry
glucose_11_c20_wC10,glucose_11_c20,glucose,11,20.0,C10,3,10,2992,2992,2083.554,1291.422,59.915,2013,1220,2156,1363,143,143,crops/glucose/glucose_11_c20/glucose_11_c20_wC10.png,1.967,45,96,pass_geometry
glucose_11_c20_wC11,glucose_11_c20,glucose,11,20.0,C11,3,11,2992,2992,2265.318,1284.69,59.69,2194,1214,2337,1357,143,143,crops/glucose/glucose_11_c20/glucose_11_c20_wC11.png,2.197,45,96,pass_geometry
glucose_11_c20_wC12,glucose_11_c20,glucose,11,20.0,C12,3,12,2992,2992,2449.326,1284.69,65.3,2371,1207,2528,1364,157,157,crops/glucose/glucose_11_c20/glucose_11_c20_wC12.png,3.112,45,96,pass_geometry
glucose_11_c20_wD01,glucose_11_c20,glucose,11,20.0,D01,4,1,2992,2992,465.63,1506.846,63.954,390,1431,543,1584,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wD01.png,4.047,45,96,pass_geometry
glucose_11_c20_wD02,glucose_11_c20,glucose,11,20.0,D02,4,2,2992,2992,647.394,1504.602,64.178,571,1429,724,1582,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wD02.png,2.953,45,96,pass_geometry
glucose_11_c20_wD03,glucose_11_c20,glucose,11,20.0,D03,4,3,2992,2992,829.158,1500.114,68.666,747,1418,912,1583,165,165,crops/glucose/glucose_11_c20/glucose_11_c20_wD03.png,1.935,45,96,pass_geometry
glucose_11_c20_wD04,glucose_11_c20,glucose,11,20.0,D04,4,4,2992,2992,1008.678,1493.382,67.769,929,1413,1090,1574,161,161,crops/glucose/glucose_11_c20/glucose_11_c20_wD04.png,0.991,45,96,pass_geometry
glucose_11_c20_wD05,glucose_11_c20,glucose,11,20.0,D05,4,5,2992,2992,1188.198,1495.626,63.73,1112,1420,1265,1573,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wD05.png,5.197,45,96,pass_geometry
glucose_11_c20_wD06,glucose_11_c20,glucose,11,20.0,D06,4,6,2992,2992,1365.474,1486.65,69.115,1283,1405,1448,1570,165,165,crops/glucose/glucose_11_c20/glucose_11_c20_wD06.png,3.034,45,96,pass_geometry
glucose_11_c20_wD07,glucose_11_c20,glucose,11,20.0,D07,4,7,2992,2992,1553.97,1482.162,64.627,1477,1405,1632,1560,155,155,crops/glucose/glucose_11_c20/glucose_11_c20_wD07.png,5.19,45,96,pass_geometry
glucose_11_c20_wD08,glucose_11_c20,glucose,11,20.0,D08,4,8,2992,2992,1726.758,1479.918,67.993,1646,1399,1809,1562,163,163,crops/glucose/glucose_11_c20/glucose_11_c20_wD08.png,2.794,45,96,pass_geometry
glucose_11_c20_wD09,glucose_11_c20,glucose,11,20.0,D09,4,9,2992,2992,1908.522,1479.918,64.178,1833,1404,1986,1557,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wD09.png,5.342,45,96,pass_geometry
glucose_11_c20_wD10,glucose_11_c20,glucose,11,20.0,D10,4,10,2992,2992,2088.042,1468.698,69.34,2006,1387,2171,1552,165,165,crops/glucose/glucose_11_c20/glucose_11_c20_wD10.png,3.413,45,96,pass_geometry
glucose_11_c20_wD11,glucose_11_c20,glucose,11,20.0,D11,4,11,2992,2992,2267.562,1466.454,59.466,2197,1395,2340,1538,143,143,crops/glucose/glucose_11_c20/glucose_11_c20_wD11.png,4.15,45,96,pass_geometry
glucose_11_c20_wD12,glucose_11_c20,glucose,11,20.0,D12,4,12,2992,2992,2447.082,1459.722,64.627,2370,1383,2525,1538,155,155,crops/glucose/glucose_11_c20/glucose_11_c20_wD12.png,6.608,45,96,pass_geometry
glucose_11_c20_wE01,glucose_11_c20,glucose,11,20.0,E01,5,1,2992,2992,481.338,1686.366,64.627,404,1609,559,1764,155,155,crops/glucose/glucose_11_c20/glucose_11_c20_wE01.png,9.291,45,96,pass_geometry
glucose_11_c20_wE02,glucose_11_c20,glucose,11,20.0,E02,5,2,2992,2992,656.37,1681.878,68.666,574,1600,739,1765,165,165,crops/glucose/glucose_11_c20/glucose_11_c20_wE02.png,4.573,45,96,pass_geometry
glucose_11_c20_wE03,glucose_11_c20,glucose,11,20.0,E03,5,3,2992,2992,835.89,1679.634,68.442,755,1599,918,1762,163,163,crops/glucose/glucose_11_c20/glucose_11_c20_wE03.png,4.335,45,96,pass_geometry
glucose_11_c20_wE04,glucose_11_c20,glucose,11,20.0,E04,5,4,2992,2992,1015.41,1675.146,67.993,934,1594,1097,1757,163,163,crops/glucose/glucose_11_c20/glucose_11_c20_wE04.png,3.622,45,96,pass_geometry
glucose_11_c20_wE05,glucose_11_c20,glucose,11,20.0,E05,5,5,2992,2992,1194.93,1670.658,60.588,1123,1599,1268,1744,145,145,crops/glucose/glucose_11_c20/glucose_11_c20_wE05.png,2.827,45,96,pass_geometry
glucose_11_c20_wE06,glucose_11_c20,glucose,11,20.0,E06,5,6,2992,2992,1378.938,1663.926,63.954,1303,1588,1456,1741,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wE06.png,7.051,45,96,pass_geometry
glucose_11_c20_wE07,glucose_11_c20,glucose,11,20.0,E07,5,7,2992,2992,1558.458,1661.682,65.3,1480,1584,1637,1741,157,157,crops/glucose/glucose_11_c20/glucose_11_c20_wE07.png,5.477,45,96,pass_geometry
glucose_11_c20_wE08,glucose_11_c20,glucose,11,20.0,E08,5,8,2992,2992,1733.49,1657.194,68.442,1652,1576,1815,1739,163,163,crops/glucose/glucose_11_c20/glucose_11_c20_wE08.png,2.077,45,96,pass_geometry
glucose_11_c20_wE09,glucose_11_c20,glucose,11,20.0,E09,5,9,2992,2992,1913.01,1654.95,68.442,1832,1574,1995,1737,163,163,crops/glucose/glucose_11_c20/glucose_11_c20_wE09.png,1.936,45,96,pass_geometry
glucose_11_c20_wE10,glucose_11_c20,glucose,11,20.0,E10,5,10,2992,2992,2099.262,1645.974,63.056,2024,1571,2175,1722,151,151,crops/glucose/glucose_11_c20/glucose_11_c20_wE10.png,6.427,45,96,pass_geometry
glucose_11_c20_wE11,glucose_11_c20,glucose,11,20.0,E11,5,11,2992,2992,2278.782,1648.218,61.486,2206,1575,2353,1722,147,147,crops/glucose/glucose_11_c20/glucose_11_c20_wE11.png,1.552,45,96,pass_geometry
glucose_11_c20_wE12,glucose_11_c20,glucose,11,20.0,E12,5,12,2992,2992,2460.546,1643.73,67.544,2381,1564,2542,1725,161,161,crops/glucose/glucose_11_c20/glucose_11_c20_wE12.png,1.745,45,96,pass_geometry
glucose_11_c20_wF01,glucose_11_c20,glucose,11,20.0,F01,6,1,2992,2992,472.362,1865.886,60.364,400,1794,545,1939,145,145,crops/glucose/glucose_11_c20/glucose_11_c20_wF01.png,2.288,45,96,pass_geometry
glucose_11_c20_wF02,glucose_11_c20,glucose,11,20.0,F02,6,2,2992,2992,656.37,1861.398,58.568,586,1791,727,1932,141,141,crops/glucose/glucose_11_c20/glucose_11_c20_wF02.png,2.339,45,96,pass_geometry
glucose_11_c20_wF03,glucose_11_c20,glucose,11,20.0,F03,6,3,2992,2992,829.158,1859.154,64.403,753,1783,906,1936,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wF03.png,5.677,45,96,pass_geometry
glucose_11_c20_wF04,glucose_11_c20,glucose,11,20.0,F04,6,4,2992,2992,1013.166,1859.154,64.403,937,1783,1090,1936,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wF04.png,4.273,45,96,pass_geometry
glucose_11_c20_wF05,glucose_11_c20,glucose,11,20.0,F05,6,5,2992,2992,1192.686,1852.422,68.442,1112,1771,1275,1934,163,163,crops/glucose/glucose_11_c20/glucose_11_c20_wF05.png,3.241,45,96,pass_geometry
glucose_11_c20_wF06,glucose_11_c20,glucose,11,20.0,F06,6,6,2992,2992,1374.45,1847.934,59.242,1304,1778,1445,1919,141,141,crops/glucose/glucose_11_c20/glucose_11_c20_wF06.png,2.149,45,96,pass_geometry
glucose_11_c20_wF07,glucose_11_c20,glucose,11,20.0,F07,6,7,2992,2992,1553.97,1847.934,63.73,1478,1772,1631,1925,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wF07.png,5.19,45,96,pass_geometry
glucose_11_c20_wF08,glucose_11_c20,glucose,11,20.0,F08,6,8,2992,2992,1737.978,1843.446,64.403,1662,1767,1815,1920,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wF08.png,3.119,45,96,pass_geometry
glucose_11_c20_wF09,glucose_11_c20,glucose,11,20.0,F09,6,9,2992,2992,1919.742,1834.47,62.159,1846,1760,1995,1909,149,149,crops/glucose/glucose_11_c20/glucose_11_c20_wF09.png,2.168,45,96,pass_geometry
glucose_11_c20_wF10,glucose_11_c20,glucose,11,20.0,F10,6,10,2992,2992,2099.262,1834.47,59.69,2028,1763,2171,1906,143,143,crops/glucose/glucose_11_c20/glucose_11_c20_wF10.png,2.647,45,96,pass_geometry
glucose_11_c20_wF11,glucose_11_c20,glucose,11,20.0,F11,6,11,2992,2992,2281.026,1827.738,68.891,2199,1746,2364,1911,165,165,crops/glucose/glucose_11_c20/glucose_11_c20_wF11.png,2.383,45,96,pass_geometry
glucose_11_c20_wF12,glucose_11_c20,glucose,11,20.0,F12,6,12,2992,2992,2460.546,1827.738,63.505,2386,1753,2537,1904,151,151,crops/glucose/glucose_11_c20/glucose_11_c20_wF12.png,4.884,45,96,pass_geometry
glucose_11_c20_wG01,glucose_11_c20,glucose,11,20.0,G01,7,1,2992,2992,474.606,2045.406,66.422,396,1966,555,2125,159,159,crops/glucose/glucose_11_c20/glucose_11_c20_wG01.png,3.458,45,96,pass_geometry
glucose_11_c20_wG02,glucose_11_c20,glucose,11,20.0,G02,7,2,2992,2992,654.126,2043.162,64.403,578,1967,731,2120,153,153,crops/glucose/glucose_11_c20/glucose_11_c20_wG02.png,3.432,45,96,pass_geometry
